doi,first_author,middle_authors,last_author,corresponding_author,year,author_status,year_status
10.1214/16-AOS1521,Weijie Su,Małgorzata Bogdan,Emmanuel J. Candès,,2017.0,success,success
10.1214/16-AOS1522,Jiashun Jin,Zheng Tracy Ke,Wanjie Wang,Zheng Tracy Ke,2017.0,success,success
10.1214/16-AOS1523,Meng Li,,Subhashis Ghosal,Subhashis Ghosal,2017.0,success,success
10.1214/16-AOS1525,Weihao Kong,,Gregory Valiant,,2017.0,success,success
10.1214/16-AOS1526,,,,,,not_found,not_found
10.1214/16-AOS1528,Ying Zhu,,,Ying Zhu,2017.0,success,success
10.1214/16-AOS1479,Dong Han,Fugee Tsung,Jinguo Xian,,2017.0,success,success
10.1214/16-AOS1488,T. Tony Cai,Tengyuan Liang,Alexander Rakhlin,T. Tony Cai,2017.0,success,success
10.1214/16-AOS1495,John A. D. Aston,Davide Pigoli,Shahin Tavakoli,,2017.0,success,success
10.1214/16-AOS1496,Wei Zheng,Mingyao Ai,Kang Li,,2017.0,success,success
10.1214/16-AOS1497,,,,,,not_found,not_found
10.1214/16-AOS1498,Marianna Pensky,,,Marianna Pensky,2017.0,success,success
10.1214/16-AOS1499,Markus Bibinger,Moritz Jirak,Mathias Vetter,,2017.0,success,success
10.1214/15-AOS1325,Nicolai Meinshausen,,Peter Bühlmann,Nicolai Meinshausen,2015.0,success,success
10.1214/15-AOS1327,Viktor Todorov,,,Viktor Todorov,2015.0,success,success
10.1214/14-AOS1251,Gourab Mukherjee,,Iain M. Johnstone,,2015.0,success,success
10.1214/14-AOS1285,Purnamrita Sarkar,,Peter J. Bickel,Purnamrita Sarkar,2015.0,success,success
10.1214/14-AOS1286,Zhao Ren,Tingni Sun; Cun‐Hui Zhang,Harrison H. Zhou,,2015.0,success,success
10.1214/14-AOS1290,T. Tony Cai,,Xiaodong Li,T. Tony Cai,2015.0,success,success
10.1214/14-AOS1295,Marloes H. Maathuis,,Diego Colombo,,2015.0,success,success
10.1214/14-AOS1300,Zongming Ma,,Yihong Wu,,2015.0,success,success
10.1214/14-AOS1301,Carsten Jentsch,,Dimitris N. Politis,,2015.0,success,success
10.1214/14-AOS1302,Sylvain Delattre,,Etienne Roquain,Sylvain Delattre,2015.0,success,success
10.1214/14-AOS1306,Oleg Lepski,,,Oleg Lepski,2015.0,success,success
10.1214/14-AOS1308,Yingying Fan,Yinfei Kong; Daoji Li,Zemin Zheng,,2015.0,success,success
10.1214/15-AOS1309,Olga Klopp,,Marianna Pensky,,2015.0,success,success
10.1214/15-AOS1310,Robert Krauthgamer,Boaz Nadler,Dan Vilenchik,Robert Krauthgamer,2015.0,success,success
10.1214/15-AOS1312,Jian Li,,David Siegmund,Jian Li,2015.0,success,success
10.1214/15-AOS1313,Guang Cheng,,Zuofeng Shang,,2015.0,success,success
10.1214/14-AOS1284,Yanrong Yang,,Guangming Pan,Yanrong Yang,2015.0,success,success
10.1214/14-AOS1287,Wei Zheng,,,Wei Zheng,2015.0,success,success
10.1214/14-AOS1291,Soutir Bandyopadhyay,Soumendra N. Lahiri,Daniel J. Nordman,,2015.0,success,success
10.1214/14-AOS1292,Shurong Zheng,Zhidong Bai,Jianfeng Yao,,2015.0,success,success
10.1214/14-AOS1293,Clément Levrard,,,Clément Levrard,2015.0,success,success
10.1214/14-AOS1288,Young K. Lee,Enno Mammen; Jens P. Nielsen,Byeong U. Park,Young K. Lee,2015.0,success,success
10.1214/14-AOS1289,Yun Yang,,Surya T. Tokdar,Yun Yang,2015.0,success,success
10.1214/14-AOS1294,Haoyang Liu,Alexander Aue,Debashis Paul,Haoyang Liu,2015.0,success,success
10.1214/14-AOS1297,Michael Vogt,,Holger Dette,Michael Vogt,2015.0,success,success
10.1214/14-AOS1299,Ting Zhang,,Wei Biao Wu,Ting Zhang,2015.0,success,success
10.1214/15-AOS1311,Pierre E. Jacob,,Alexandre H Thiéry,Pierre E. Jacob,2015.0,success,success
10.1214/14-AOS1268,Chao Gao,,Harrison H. Zhou,Chao Gao,2015.0,success,success
10.1214/14-AOS1283,Geoffrey Schiebinger,Martin J. Wainwright,Bin Yu,,2015.0,success,success
10.1214/14-AOS1298,Xinbing Kong,Zhi Liu,Bing‐Yi Jing,,2015.0,success,success
10.1214/14-AOS1304,Sami Umut Can,John H. J. Einmahl; Estate V. Khmaladze,Roger J. A. Laeven,Sami Umut Can,2015.0,success,success
10.1214/14-AOS1305,Anne-Laure Fougères,Laurens De Haan,Cécile Mercadier,Anne-Laure Fougères,2015.0,success,success
10.1214/14-AOS1296,Jianqing Fan,Lingzhou Xue,Hui Zou,,2015.0,success,success
10.1214/14-AOS1259,Kevin McGoff,Sayan Mukherjee; Andrew Nobel,Natesh Pillai,Kevin McGoff,2014.0,success,success
10.1214/14-AOS1263,Linwei Hu,Min Yang,John Stufken,,2014.0,success,success
10.1214/14-AOS1265,,,,,,not_found,not_found
10.1214/14-AOS1266,Inga Samonenko,,John Robinson,Inga Samonenko,2014.0,success,success
10.1214/14-AOS1269,Hao Chen,,Nancy Zhang,Hao Chen,2014.0,success,success
10.1214/14-AOS1272,Sourav Chatterjee,,,Sourav Chatterjee,2014.0,success,success
10.1214/14-AOS1274,Jing Lei,,Alessandro Rinaldo,Jing Lei,2014.0,success,success
10.1214/14-AOS1278,Chris Sherlock,Alexandre H. Thiéry; Gareth O. Roberts,Jeffrey S. Rosenthal,,2014.0,success,success
10.1214/14-AOS1280,Ana Ferreira,,Laurens de Haan,Laurens de Haan,2014.0,success,success
10.1214/14-AOS1273,Jing Lei,,Vincent Q. Vu,Jing Lei,2015.0,success,success
10.1214/14-AOS1276,Joan Bruna,Stéphane Mallat; Emmanuel Bacry,Jean–François Muzy,,2015.0,success,success
10.1214/14-AOS1279,Rajarshi Mukherjee,Natesh S. Pillai,Xihong Lin,Rajarshi Mukherjee,2015.0,success,success
10.1214/14-AOS1281,Zhigang Bao,Guangming Pan,Zhou Wang,,2015.0,success,success
10.1214/14-AOS1282,Kaie Kubjas,Elina Robeva,Bernd Sturmfels,,2015.0,success,success
10.1214/14-AOS1271,Peter J. Bickel,Aiyou Chen; Yunpeng Zhao; Elizaveta Levina,Ji Zhu,,2015.0,success,success
10.1214/14-AOS1267,T. Tony Cai,,Anru Zhang,T. Tony Cai,2014.0,success,success
10.1214/14-AOS1234,Peter Binev,Albert Cohen; Martin Campos Pinto,,,2014.0,success,success
10.1214/14-AOS1238,Zhaoran Wang,Han Liu,Tong Zhang,Zhaoran Wang,2014.0,success,success
10.1214/14-AOS1243,Zheng Tracy Ke,Jiashun Jin,Jianqing Fan,,2014.0,success,success
10.1214/14-AOS1245,Piotr Fryzlewicz,,,Piotr Fryzlewicz,2014.0,success,success
10.1214/14-AOS1247,R. A. Bailey,,Pierre Druilhet,,2014.0,success,success
10.1214/14-AOS1252,,,,,,not_found,not_found
10.1214/14-AOS1254,Sourav Chatterjee,,,Sourav Chatterjee,2014.0,success,success
10.1214/14-AOS1255,Gábor J. Székely,,Maria L. Rizzo,,2014.0,success,success
10.1214/14-AOS1257,David L. Donoho,,Matan Gavish,,2014.0,success,success
10.1214/14-AOS1258,Chih‐Hao Chang,Hsin‐Cheng Huang,Ching‐Kang Ing,,2014.0,success,success
10.1214/14-AOS1223,Dimitris Bertsimas,,Rahul Mazumder,Dimitris Bertsimas,2014.0,success,success
10.1214/14-AOS1260,Peter Bühlmann,Jonas Peters,Jan Ernest,,2014.0,success,success
10.1214/14-AOS1262,Johannes Schmidt-Hieber,,,Johannes Schmidt-Hieber,2014.0,success,success
10.1214/14-AOS1220,William Fithian,,Trevor Hastie,William Fithian,2014.0,success,success
10.1214/14-AOS1231,Xu He,,Peter Z. G. Qian,,2014.0,success,success
10.1214/14-AOS1233,Bo Jiang,,Jun S Liu,Bo Jiang,2014.0,success,success
10.1214/14-AOS1235,Victor Chernozhukov,Denis Chetverikov,Kengo Kato,,2014.0,success,success
10.1214/14-AOS1236,Ming-Yen Cheng,TOSHIO HONDA; Jialiang Li,Heng Peng,Ming-Yen Cheng,2014.0,success,success
10.1214/14-AOS1239,Natalia A. Bochkina,,Peter J. Green,Natalia A. Bochkina,2014.0,success,success
10.1214/14-AOS1240,Alain Celisse,,,Alain Celisse,2014.0,success,success
10.1214/14-AOS1244,Johan Segers,Ramon Van den Akker,Bas J. M. Werker,,2014.0,success,success
10.1214/14-AOS1246,Ismaël Castillo,,Richard Nickl,,2014.0,success,success
10.1214/14-AOS1248,Moritz Jirak,Alexander Meister,Markus Reiß,Moritz Jirak,2014.0,success,success
10.1214/14-AOS1249,Weidong Liu,,Qi-Man Shao,,2014.0,success,success
10.1214/14-AOS1250,Adam D. Bull,,,Adam D. Bull,2014.0,success,success
10.1214/14-AOS1253,Ismaël Castillo,,,Ismaël Castillo,2014.0,success,success
10.1214/14-AOS1256,Piet Groeneboom,,,Piet Groeneboom,2014.0,success,success
10.1214/14-AOS1261,Richard Lockhart,Jonathan Taylor; Ryan J. Tibshirani,Robert Tibshirani,,2014.0,success,success
10.1214/14-AOS1219,Masayo Yoshimori,,Partha Lahiri,,2014.0,success,success
10.1214/14-AOS1222,Lilun Du,,Chunming Zhang,Lilun Du,2014.0,success,success
10.1214/14-AOS1224,Markus Bibinger,Nikolaus Hautsch; Peter Malec,Markus Reiß,Markus Bibinger,2014.0,success,success
10.1214/14-AOS1225,Yuanzhen He,,Boxin Tang,,2014.0,success,success
10.1214/14-AOS1229,Fasheng Sun,Min-Qian Liu,Peter Z. G. Qian,Fasheng Sun,2014.0,success,success
10.1214/14-AOS1206,Robin J. Evans,,Thomas S. Richardson,,2014.0,success,success
10.1214/14-AOS1209,Florian Maire,Randal Douc,Jimmy Olsson,,2014.0,success,success
10.1214/14-AOS1218,Christopher R. Genovese,Marco Perone Pacifico; Isabella Verdinelli,Larry Wasserman,Christopher R. Genovese,2014.0,success,success
10.1214/14-AOS1230,Victor Chernozhukov,Denis Chetverikov,Kengo Kato,,2014.0,success,success
10.1214/14-AOS1237,Axel Bücher,Johan Segers,Stanislav Volgushev,Axel Bücher,2014.0,success,success
10.1214/14-AOS1241,Holger Dette,,Yuri Grigoriev,,2014.0,success,success
10.1214/14-AOS1242,Efang Kong,,Yingcun Xia,Efang Kong,2014.0,success,success
10.1214/14-AOS1217,Jack Kuipers,Giusi Moffa,David Heckerman,Jack Kuipers,2014.0,success,success
10.1214/13-AOS1198,Jianqing Fan,Lingzhou Xue,Hui Zou,,2014.0,success,success
10.1214/13-AOS1200,Peter M. Aronow,Donald P. Green,Donald K. K. Lee,Peter M. Aronow,2014.0,success,success
10.1214/13-AOS1202,Jianqing Fan,,Yuan Liao,,2014.0,success,success
10.1214/14-AOS1205,Ulrike Grömping,,Hongquan Xu,,2014.0,success,success
10.1214/14-AOS1208,Ery Arias-Castro,,Nicolas Verzélen,,2014.0,success,success
10.1214/14-AOS1210,Changliang Zou,Guosheng Yin; Long Feng,Zhaojun Wang,,2014.0,success,success
10.1214/12-AOS1078,Alessandro Rinaldo,Sonja Petrović,Stephen E. Fienberg,,2013.0,success,success
10.1214/13-AOS1096,Jacob Bien,Jonathan Taylor,Robert Tibshirani,Jacob Bien,2013.0,success,success
10.1214/13-AOS1098,Jian Huang,Tingni Sun; Zhiliang Ying; Yi Yu,Cun-Hui Zhang,,2013.0,success,success
10.1214/13-AOS1099,Yongmiao Hong,,Yoon-Jin Lee,Yongmiao Hong,2013.0,success,success
10.1214/13-AOS1100,Alexei Onatski,Marcelo J. Moreira,Marc Hallin,,2013.0,success,success
10.1214/13-AOS1106,A Chatterjee,,S. N. Lahiri,A Chatterjee,2013.0,success,success
10.1214/13-AOS1108,Holger Dette,,Kirsten Schorning,Holger Dette,2013.0,success,success
10.1214/13-AOS1110,Ngai Hang Chan,Shih-Feng Huang ,Ching‐Kang Ing,Ngai Hang Chan,2013.0,success,success
10.1214/13-AOS1089,Johannes Schmidt-Hieber,Axel Munk,Lutz Dümbgen,,2013.0,success,success
10.1214/13-AOS1113,Xianyang Zhang,,Xiaofeng Shao,Xianyang Zhang,2013.0,success,success
10.1214/13-AOS1118,Chenxu Li,,,Chenxu Li,2013.0,success,success
10.1214/12-AOS1070,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/12-AOS1080,Caroline Uhler,Garvesh Raskutti; Peter Bühlmann,Bin Yu,,2013.0,success,success
10.1214/12-AOS1081,Hannes Leeb,,,Hannes Leeb,2013.0,success,success
10.1214/13-AOS1090,EunYi Chung,,Joseph P. Romano,,2013.0,success,success
10.1214/12-AOS1044,Cosma Rohilla Shalizi,,Alessandro Rinaldo,Cosma Rohilla Shalizi,2013.0,success,success
10.1214/13-AOS1085,Sara van de Geer,,Peter Bühlmann,,2013.0,success,success
10.1214/13-AOS1086,Victor M. Panaretos,,Shahin Tavakoli,Victor M. Panaretos,2013.0,success,success
10.1214/13-AOS1088,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/13-AOS1088 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/13-AOS1088 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
10.1214/13-AOS1091,Fuqing Gao,,,Fuqing Gao,2013.0,success,success
10.1214/13-AOS1094,Yao Xie,,David Siegmund,Yao Xie,2013.0,success,success
10.1214/13-AOS1101,Vianney Perchet,,Philippe Rigollet,Vianney Perchet,2013.0,success,success
10.1214/12-AOS1068,Tommaso Cai,Mark G. Low,Xia Yin,,2013.0,success,success
10.1214/13-AOS1092,Martin Azizyan,Aarti Singh,Larry Wasserman,Martin Azizyan,2013.0,success,success
10.1214/13-AOS1097,Zongming Ma,,,Zongming Ma,2013.0,success,success
10.1214/12-AOS1077,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/12-AOS1077 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/12-AOS1077 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
10.1214/13-AOS1093,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/13-AOS1102,Sergio Bacallado,Stefano Favaro,Lorenzo Trippa,Sergio Bacallado,2013.0,success,success
10.1214/13-AOS1103,Dietrich Braess,,Holger Dette,,2013.0,success,success
10.1214/13-AOS1104,Jérémie Bigot,,Xavier Gendre,,2013.0,success,success
10.1214/13-AOS1105,Lam Si Tung Ho,,Cécile Ané,Lam Si Tung Ho,2013.0,success,success
10.1214/13-AOS1107,E. Di Nardo,P. McCullagh,D. Senato,E. Di Nardo,2013.0,success,success
10.1214/13-AOS1109,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/12-AOS1062,Ori Davidov,,Shyamal Peddada,Ori Davidov,2013.0,success,success
10.1214/12-AOS1064,Adam D. Bull,,,Adam D. Bull,2013.0,success,success
10.1214/12-AOS1074,Wei Zheng,,,Wei Zheng,2013.0,success,success
10.1214/12-AOS1075,Dawn B. Woodard,,Jeffrey S. Rosenthal,,2013.0,success,success
10.1214/12-AOS1076,Axel Gandy,,Patrick Rubin-Delanchy,Axel Gandy,2013.0,success,success
10.1214/12-AOS1079,Holger Dette,Andrey Pepelyshev,Anatoly Zhigljavsky,,2013.0,success,success
10.1214/13-AOS1084,Jiming Jiang,,,Jiming Jiang,2013.0,success,success
10.1214/12-AOS1058,Tyler J. VanderWeele,,Ilya Shpitser,,2013.0,success,success
10.1214/12-AOS1071,Kuang-Yao Lee,Bing Li,Francesca Chiaromonte,Kuang-Yao Lee,2013.0,success,success
10.1214/12-AOS1072,Yanyuan Ma,,Li Zhu,Li Zhu,2013.0,success,success
10.1214/12-AOS1073,,,,,,not_found,not_found
10.1214/12-AOS1082,Weidong Liu,,Qi-Man Shao,,2013.0,success,success
10.1214/13-AOS1083,Gunnar Taraldsen,,Bo Henry Lindqvist,Gunnar Taraldsen,2013.0,success,success
10.1214/13-AOS1087,Xuming He,Lan Wang,Hyokyoung G. Hong,,2013.0,success,success
10.1214/12-AOS1065,XuanLong Nguyen,,,XuanLong Nguyen,2013.0,success,success
10.1214/12-AOS1050,Fabienne Comte,,Jan Johannes,,2012.0,success,success
10.1214/12-AOS1051,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/12-AOS1051 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/12-AOS1051 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
10.1214/12-AOS1052,Jorge Carlos Román,,James P. Hobert,,2012.0,success,success
10.1214/12-AOS1053,Eduard Belitser,Subhashis Ghosal,Harry van Zanten,Eduard Belitser,2012.0,success,success
10.1214/12-AOS1054,Vladimir Spokoiny,,,Vladimir Spokoiny,2012.0,success,success
10.1214/12-AOS1055,Robert J. Adler,Eliran Subag,Jonathan Taylor,,2012.0,success,success
10.1214/12-AOS1056,Shujie Ma,,,Shujie Ma,2012.0,success,success
10.1214/12-AOS1060,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/12-AOS1063,Ganggang Xu,,Jianhua Z. Huang,Ganggang Xu,2012.0,success,success
10.1214/12-AOS1061,Hira L. Koul,Ursula U. Müller,Anton Schίck,,2012.0,success,success
10.1214/12-AOS1048,Leif T. Johnson,,Charles J. Geyer,,2012.0,success,success
10.1214/12-AOS1057,Anatoli Juditsky,Fatma Kılınç Karzan; Arkadi Nemirovski,Boris Polyak,,2012.0,success,success
10.1214/12-AOS1066,Kengo Kato,,,Kengo Kato,2012.0,success,success
10.1214/12-AOS1067,Didier Chetélat,,Martin T. Wells,Didier Chetélat,2012.0,success,success
10.1214/12-AOS1069,Frederick Kin Hing Phoa,,,Frederick Kin Hing Phoa,2012.0,success,success
10.1214/12-AOS1039,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1214/12-AOS998,T. Tony Cai,,Harrison H. Zhou,T. Tony Cai,2012.0,success,success
10.1214/12-AOS1027,Winston Wei Dou,David Pollard,Harrison H. Zhou,Winston Wei Dou,2012.0,success,success
10.1214/12-AOS1032,Alekh Agarwal,Sahand Negahban,Martin J. Wainwright,,2012.0,success,success
10.1214/12-AOS1033,Arash Amini,,Martin J. Wainwright,,2012.0,success,success
10.1214/12-AOS1040,Soumendra N. Lahiri,,Subhadeep Mukhopadhyay,Soumendra N. Lahiri,2012.0,success,success
10.1214/12-AOS1041,Lingzhou Xue,,Hui Zou,Lingzhou Xue,2012.0,success,success
10.1214/12-AOS1042,Pierre Neuvial,,Etienne Roquain,Pierre Neuvial,2012.0,success,success
10.1214/12-AOS1043,Michael Vogt,,,Michael Vogt,2012.0,success,success
10.1214/12-AOS1045,Hongtu Zhu,Runze Li,Linglong Kong,Hongtu Zhu,2012.0,success,success
10.1214/12-AOS1046,Laëtitia Comminges,,Arnak S. Dalalyan,Laëtitia Comminges,2012.0,success,success
10.1214/12-AOS1047,Randal Douc,,Éric Moulines,,2012.0,success,success
10.1214/12-AOS1049,Richard J. Samworth,,,Richard J. Samworth,2012.0,success,success
10.1214/11-AOS949,Venkat Chandrasekaran,Pablo A. Parrilo,Alan S. Willsky,,2012.0,success,success
10.1214/12-AOS979,Ming Yuan,,,Ming Yuan,2012.0,success,success
10.1214/12-AOS980,Steffen Lauritzen,,Nicolai Meinshausen,Steffen Lauritzen,2012.0,success,success
10.1214/12-AOS981,Martin J. Wainwright,,,Martin J. Wainwright,2012.0,success,success
10.1214/12-AOS984,Christophe Giraud,,Alexandre B. Tsybakov,,2012.0,success,success
10.1214/12-AOS985,Zhao Ren,,Harrison H. Zhou,Zhao Ren,2012.0,success,success
10.1214/12-AOS1001,Emmanuel J. Candès,,Mahdi Soltanolkotabi,Emmanuel J. Candès,2012.0,success,success
10.1214/12-AOS1020,Venkat Chandrasekaran,Pablo A. Parrilo,Alan S. Willsky,Venkat Chandrasekaran,2012.0,success,success
10.1214/12-AOS999,Tommaso Cai,,Ming Yuan,,2012.0,success,success
10.1214/12-AOS1028,Yingying Fan,,Runze Li,Yingying Fan,2012.0,success,success
10.1214/12-AOS1029,Ismaël Castillo,,Aad van der Vaart,Ismaël Castillo,2012.0,success,success
10.1214/12-AOS1030,,,,,,not_found,not_found
10.1214/12-AOS1019,Tyler J. VanderWeele,,Thomas S. Richardson,Thomas S. Richardson,2012.0,success,success
10.1214/12-AOS1031,Kjetil Røysland,,,Kjetil Røysland,2012.0,success,success
10.1214/12-AOS1034,Mahdi Soltanolkotabi,,Emmanuel J. Candès,,2012.0,success,success
10.1214/12-AOS1035,Georgios Fellouris,,,Georgios Fellouris,2012.0,success,success
10.1214/12-AOS1036,Yunpeng Zhao,Elizaveta Levina,Ji Zhu,Yunpeng Zhao,2012.0,success,success
10.1214/12-AOS1037,Han Liu,Fang Han; Ming Yuan; John Lafferty,Larry Wasserman,,2012.0,success,success
10.1214/12-AOS1038,Arnak S. Dalalyan,,Joseph Salmon,Arnak S. Dalalyan,2012.0,success,success
10.1214/12-AOS1059,Young Lee,Enno Mammen,Byeong U. Park,,2012.0,success,success
10.1214/12-AOS1002,Yumou Qiu,,Song Xi Chen,,2012.0,success,success
10.1214/12-AOS1007,Alessandro Baldi Antognini,,Maroussa Zagoraiou,Alessandro Baldi Antognini,2012.0,success,success
10.1214/12-AOS1009,Animashree Anandkumar,Vincent Y. F. Tan; Furong Huang,Alan S. Willsky,,2012.0,success,success
10.1214/16-AOS1500,Holger Dette,Maria Konstantinou,Anatoly Zhigljavsky,,2017.0,success,success
10.1214/16-AOS1502,Tiefeng Jiang,Kevin Leder,Gongjun Xu,,2017.0,success,success
10.1214/16-AOS1503,Rui Hu,,Douglas P. Wiens,Douglas P. Wiens,2017.0,success,success
10.1214/16-AOS1504,Richard Nickl,,Jakob Söhl,,2017.0,success,success
10.1214/16-AOS1506,Panos Toulis,,Edoardo M. Airoldi,,2017.0,success,success
10.1214/16-AOS1507,Hélène Boistard,Hendrik P. Lopuhaä,Anne Ruiz‐Gazen,,2017.0,success,success
10.1214/16-AOS1508,,,,,,not_found,not_found
10.1214/16-AOS1514,Edgar Dobriban,,,Edgar Dobriban,2017.0,success,success
10.1214/16-AOS1472,Yun Yang,Mert Pilancı,Martin J. Wainwright,,2017.0,success,success
10.1214/16-AOS1484,,,,,,not_found,not_found
10.1214/16-AOS1487,Weichen Wang,,Jianqing Fan,,2017.0,success,success
10.1214/15-AOS1432,,,,,,not_found,not_found
10.1214/16-AOS1470,Song Liu,Taiji Suzuki; Raissa Relator; Jun Sese; Masashi Sugiyama,Kenji Fukumizu,,2017.0,success,success
10.1214/16-AOS1473,,,,,,not_found,not_found
10.1214/16-AOS1475,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/16-AOS1475 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1214/16-AOS1475 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
10.1214/16-AOS1476,Xuening Zhu,Rui Pan; Guodong Li; Yuewen Liu,Hansheng Wang,,2017.0,success,success
10.1214/16-AOS1477,Eduard Belitser,,,Eduard Belitser,2017.0,success,success
10.1214/16-AOS1478,,,,,,not_found,not_found
