doi,first_author,middle_authors,last_author,corresponding_author,year,author_status,year_status
10.1198/016214507000001463,Kenneth Rice,,,Kenneth Rice,2008.0,success,success
10.1198/016214507000001472,Ying Wei,,,Ying Wei,2008.0,success,success
10.1198/016214507000001337,Feng Liang,Rui Paulo; Germán Molina; Merlise A. Clyde,James O. Berger,,2008.0,success,success
10.1198/016214507000000581,Hongtu Zhu,Heping Zhang; Joseph G. Ibrahim,Bradley S. Peterson,,2007.0,success,success
10.1198/016214507000000464,David Kaziska,,Anuj Srivastava,,2007.0,success,success
10.1198/016214507000001210,Kanti V. Mardia,,,Kanti V. Mardia,2007.0,success,success
10.1198/016214506000001158,Peihua Qiu,,Jingran Sun,,2007.0,success,success
10.1198/016214506000000951,Peter Bouman,Xiao‐Li Meng; James J. Dignam,Vanja Dukić,,2007.0,success,success
10.1198/016214506000000942,Bo Cai,,David B. Dunson,,2007.0,success,success
10.1198/016214506000001176,Andrew J. Patton,,Allan Timmermann,,2007.0,success,success
10.1198/016214506000001455,Jonathan M. Weinberg,Lawrence D. Brown,Jonathan Stroud,,2007.0,success,success
10.1198/016214507000000040,Kosuke Imai,,Samir Soneji,,2007.0,success,success
10.1198/016214506000001356,Shyamal D. Peddada,Gregg E. Dinse,Grace E. Kissling,,2007.0,success,success
10.1198/016214507000000031,Sujit K. Sahu,Alan E. Gelfand,David M. Holland,,2007.0,success,success
10.1198/016214506000001446,Yu Shen,Jing Qin,Joseph P. Costantino,,2007.0,success,success
10.1198/016214507000001120,J. S. Marron,Michael J. Todd,Jeongyoun Ahn,,2007.0,success,success
10.1198/016214507000000941,Yoav Benjamini,,Ruth Heller,,2007.0,success,success
10.1198/016214507000000969,Jianqing Fan,Peter A. Hall,Qiwei Yao,,2007.0,success,success
10.1198/016214507000000950,Jafar A Khan,Stefan Van Aelst,Ruben H. Zamar,,2007.0,success,success
10.1198/016214507000001166,Roland Fried,Jochen Einbeck,Ursula Gather,,2007.0,success,success
10.1198/016214507000001058,Qingxia Chen,Donglin Zeng,Joseph G. Ibrahim,,2007.0,success,success
10.1198/016214507000000860,Piotr Fryźlewicz,,,Piotr Fryźlewicz,2007.0,success,success
10.1198/016214507000000978,Tatyana Krivobokova,,Göran Kauermann,,2007.0,success,success
10.1198/016214507000001111,Robertas Gabrys,,Piotr Kokoszka,,2007.0,success,success
10.1198/016214507000001067,Jianqing Fan,,Yazhen Wang,,2007.0,success,success
10.1198/016214507000000879,Yongtao Guan,,Ji Meng Loh,,2007.0,success,success
10.1198/0162140400001312,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/01621450400001330,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/01621450400001376,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1198/01621450400001376 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Max retries exceeded with url: /works/doi:10.1198/01621450400001376 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
10.1198/016214504000001321,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214504000001646,,,,,,"error_('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","error_('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))"
10.1198/0162145000001655,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1098/01621450400000548,,,,,,not_found,not_found
10.1198/016214504000001664,Zhiqiang Tan,,,Zhiqiang Tan,2004.0,success,success
10.1198/016214504000001673,Yoichi Miyata,,,Yoichi Miyata,2004.0,success,success
10.1198/016214504000000557,Nidhan Choudhuri,Subhashis Ghosal,Anindya Roy,,2004.0,success,success
10.1198/016214504000001682,Hari Iyer,C. M. Jack Wang,Thomas Mathew,,2004.0,success,success
10.1198/016214504000000520,Anindya Roy,Barry Falk,Wayne A. Fuller,,2004.0,success,success
10.1198/016214504000001691,Mayte Suárez Fariñas,Carlos E. Pedreira,Marcelo C. Medeiros,,2004.0,success,success
10.1198/016214504000001709,Chang Xuan Mao,,,Chang Xuan Mao,2004.0,success,success
10.1198/016214504000000601,Takis Merkouris,,,Takis Merkouris,2004.0,success,success
10.1198/016214504000001033,Chiung‐Yu Huang,,Mei‐Cheng Wang,,2004.0,success,success
10.1198/016214504000000755,Chunlei Ke,,Yuedong Wang,,2004.0,success,success
10.1198/016214504000001727,Hua Yun Chen,,,Hua Yun Chen,2004.0,success,success
10.1198/016214504000000872,Yulia R. Gel,Adrian E. Raftery,Tilmann Gneiting,,2004.0,success,success
10.1198/016214504000000638,Hemant Ishwaran,Eugene H. Blackstone; Claire E. Pothier,Michael S. Lauer,,2004.0,success,success
10.1198/016214504000000665,Malay Ghosh,Tapabrata Maiti; Dalho Kim; Sounak Chakraborty,Ashutosh Tewari,,2004.0,success,success
10.1198/0162145000000647,,,,,,not_found,not_found
10.1198/016214504000000692,Bradley Efron,,,Bradley Efron,2004.0,success,success
10.1198/016214504000000890,Chunming Zhang,,,Chunming Zhang,2004.0,success,success
10.1198/016214504000000917,Bradley Efron,,,Bradley Efron,2004.0,success,success
10.1198/016214504000000971,Véronique Delouille,Jo Simoens,Rainer von Sachs,,2004.0,success,success
10.1198/016214504000000593,Hao Helen Zhang,Grace Wahba; Yi Lin; Meta M. Voelker; Michael C. Ferris; Ronald Klein,Ronald Klein,,2004.0,success,success
10.1198/016214504000000980,Simon N. Wood,,,Simon N. Wood,2004.0,success,success
10.1198/016214504000000999,Xueli Liu,,Hans‐Georg Müller,,2004.0,success,success
10.1198/0162145040000001006,,,,,,not_found,not_found
10.1198/0162145040000001060,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/0162145040000001079,,,,,,not_found,not_found
10.1198/016214504000001088,Raymond J. Carroll,David Ruppert; Ciprian M. Crainiceanu; Tor D. Tosteson,Margaret R. Karagas,,2004.0,success,success
10.1198/016214504000001097,Xiaotong Shen,Hsin‐Cheng Huang,Jimmy Ye,,2004.0,success,success
10.1198/016214504000001105,Hsiao‐Yun Huang,Hernando Ombao,David S. Stoffer,,2004.0,success,success
10.1198/016214504000001114,Roger Koenker,,Zhijie Xiao,,2004.0,success,success
10.1198/016214504000001123,Peter Müller,Bruno Sansó,Maria De Iorio,,2004.0,success,success
10.1198/0162145040000001132,,,,,,not_found,not_found
10.1198/016214504000001150,Yongtao Guan,Michael Sherman,James A. Calvin,,2004.0,success,success
10.1198/016214504000000584,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214504000001178,You‐Gan Wang,,Vincent J. Carey,,2004.0,success,success
10.1198/016214504000001187,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214504000000287,Dean P. Foster,,Robert A. Stine,,2004.0,success,success
10.1198/016214504000000296,Joseph W. Hogan,,Rusty Tchernis,,2004.0,success,success
10.1198/016214504000000304,Ruth King,,Stephen P. Brooks,,2004.0,success,success
10.1198/016214504000000449,Qihua Wang,Oliver Linton,Wolfgang Karl Härdle,,2004.0,success,success
10.1198/016214504000000313,Hongqi Xue,Kwok Fai Lam,Guoying Li,,2004.0,success,success
10.1198/016214504000000421,Hua Liang,Suojin Wang; James M. Robins,Raymond J. Carroll,,2004.0,success,success
10.1198/0162145000000412,,,,,,not_found,not_found
10.1198/016214504000000403,E. Andrés Houseman,Louise Ryan,Brent A. Coull,,2004.0,success,success
10.1198/016214504000000395,Wei Liu,Mortaza Jamshidian,Ying Zhang,,2004.0,success,success
10.1198/016214504000000386,Stephen G. Walker,Paul Damien,Peter Lenk,,2004.0,success,success
10.1198/0162145000000368,,,,,,not_found,not_found
10.1198/016214504000000359,Thomas J. DiCiccio,,Anna Clara Monti,,2004.0,success,success
10.1198/016214504000000340,Sanjoy K. Sinha,,,Sanjoy K. Sinha,2004.0,success,success
10.1198/016214504000000331,A. Hedayat,,Min Yang,,2004.0,success,success
10.1198/0161214501000000430,,,,,,not_found,not_found
10.1198/016214504000000494,Richard Charnigo,,Jiayang Sun,,2004.0,success,success
10.1198/0162145040000006511,,,,,,not_found,not_found
10.1198/016214504000000476,Perry de Valpine,,,Perry de Valpine,2004.0,success,success
10.1198/016214504000000458,Andrew Gelman,,,Andrew Gelman,2004.0,success,success
10.1198/016214504000000467,Roderick J. A. Little,,,Roderick J. A. Little,2004.0,success,success
10.1198/016214504000000016,Robert Mason,,,Robert Mason,2004.0,success,success
10.1198/016214504000000025,Robert A. Greevy,Jeffrey H. Silber; Avital Cnaan,Paul R. Rosenbaum,,2004.0,success,success
10.1198/016214504000000034,Rth Ho,Michael R. Elliott; Marshall M. Joffe; Elaine Zanutto,Catherine Datto,,2004.0,success,success
10.1198/016214504000000043,B. Nebiyou Bekele,,Peter F. Thall,,2004.0,success,success
10.1198/016214504000000061,J. R. Lockwood,Mark J. Schervish; Patrick L. Gurian,Mitchell J. Small,,2004.0,success,success
10.1198/016214504000000070,Robert A. Jarrow,David Ruppert,Yan Yu,,2004.0,success,success
10.1198/016214504000000098,Yoonkyung Lee,Yi Lin,Grace Wahba,,2004.0,success,success
10.1198/016214504000000106,Magnus Ekström,,Sara Sjöstedt‐de Luna,,2004.0,success,success
10.1198/016214504000000089,Bradley Efron,,,Bradley Efron,2004.0,success,success
10.1198/016214504000000197,Chengcheng Hu,,D. Y. Lin,,2004.0,success,success
10.1198/016214504000000115,D. F. Signorini,,M. C. Jones,,2004.0,success,success
10.1198/016214505000001177,Grace S. Chiu,Richard Lockhart,Richard Routledge,,2006.0,success,success
10.1198/016214505000001078,Xiaotong Shen,,Hsin‐Cheng Huang,,2006.0,success,success
10.1198/016214505000001230,Yi Lin,,Yongho Jeon,,2006.0,success,success
10.1198/016214505000001186,Yi Li,,Xihong Lin,,2006.0,success,success
10.1198/016214505000001195,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214505000001140,Paul Kabaila,,Hannes Leeb,,2006.0,success,success
10.1198/016214505000001285,Lixing Zhu,Miao Bai-qi,Heng Peng,,2006.0,success,success
10.1198/016214505000001320,Irini Moustaki,,Maria‐Pia Victoria‐Feser,,2006.0,success,success
10.1198/016214505000001131,Pedro Galeano,Daniel Peña,Ruey S. Tsay,,2006.0,success,success
10.1198/01621450500001122,,,,,,not_found,not_found
10.1198/0162145050000871,,,,,,not_found,not_found
10.1198/016214505000000916,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/01621450500001276,,,,,,not_found,not_found
10.1198/016214505000001014,Helmut Finner,,Klaus Straßburger,,2006.0,success,success
10.1198/016214505000001087,,,,,,not_found,not_found
10.1198/016214505000001159,Billy Amzal,Frédéric Y. Bois; Éric Parent,Christian P. Robert,,2006.0,success,success
10.1198/073500105000000243,Francesco Bartolucci,,Antonio Forcina,,2006.0,success,success
10.1198/0162145050000001311,,,,,,not_found,not_found
10.1198/016214505000001069,Willa W. Chen,Clifford M. Hurvich,Yi Lü,,2006.0,success,success
10.1198/0162145050000001212,,,,,,not_found,not_found
10.1198/01621450600000087,,,,,,not_found,not_found
10.1198/016214505000000961,Adriana Morales,Joseph G. Ibrahim; Chien‐Jen Chen,Louise Ryan,,2006.0,success,success
10.1198/016214505000000187,Nicholas A. Heard,Chris Holmes,David A. Stephens,,2006.0,success,success
10.1198/016214505000001096,Raphaël Gottardo,Adrian E. Raftery; Ka Yee Yeung,Roger E. Bumgarner,,2006.0,success,success
10.1198/016214505000000989,Jianhua Hu,Fred A. Wright,Fei Zou,,2006.0,success,success
10.1198/016214505000000970,Michael G. Hudgens,,M. Elizabeth Halloran,,2006.0,success,success
10.1198/016214505000000934,Bin Nan,Xihong Lin; Lynda D. Lisabeth,Sioḃán D. Harlow,,2006.0,success,success
10.1198/016214505000000808,Dongyu Lin,,Donglin Zeng,,2006.0,success,success
10.1198/016214505000000817,Chiara Sabatti,,,Chiara Sabatti,2006.0,success,success
10.1198/016214505000000826,Glen A. Satten,Andrew S. Allen,Michael P. Epstein,,2006.0,success,success
10.1198/016214505000000835,Nilanjan Chatterjee,Christine Spinka; Jinbo Chen,Raymond J. Carroll,,2006.0,success,success
10.1198/016214505000000844,Jung‐Ying Tzeng,,Kathryn Roeder,,2006.0,success,success
10.1198/016214505000000853,LI Hong-zhe,,,LI Hong-zhe,2006.0,success,success
10.1198/016214505000000628,Eric Bair,Trevor Hastie; Debashis Paul,Robert Tibshirani,,2006.0,success,success
10.1198/016214505000000907,Peter L. Bartlett,Michael I. Jordan,Jon McAuliffe,,2006.0,success,success
10.1198/016214505000000646,George Casella,,Elı́as Moreno,,2006.0,success,success
10.1198/016214506000000113,Adrian E. Raftery,,Nema Dean,,2006.0,success,success
10.1198/016214505000000727,Jim E. Griffin,,Mark F. J. Steel,,2006.0,success,success
10.1198/016214505000000592,Kani Chen,,Zhezhen Jin,,2006.0,success,success
10.1198/016214505000000709,Zhaohui Su,,Shie‐Shien Yang,,2006.0,success,success
10.1198/016214505000000673,David B. Hitchcock,George Casella,James G. Booth,,2006.0,success,success
10.1198/016214505000000745,Richard A. Davis,Thomas C. M. Lee,Gabriel A. Rodriguez‐Yam,,2006.0,success,success
10.1198/016214505000000899,Gabriel Chandler,,Wolfgang Polonik,,2006.0,success,success
10.1198/016214505000000736,Jan Hannig,Hari Iyer,Paul L. Patterson,,2006.0,success,success
10.1198/016214505000000411,Inmaculada Aban,Mark M. Meerschaert,Anna K. Panorska,,2006.0,success,success
10.1198/016214505000000510,Fulvio De Santis,,,Fulvio De Santis,2006.0,success,success
10.1198/016214505000000772,Samuel Copt,,Maria‐Pia Victoria‐Feser,,2006.0,success,success
10.1198/016214505000000790,Jiming Jiang,,Partha Lahiri,,2006.0,success,success
10.1198/016214505000000763,Jae Kwang Kim,Alfredo Menéndez Navarro,Wayne A. Fuller,,2006.0,success,success
10.1198/016214505000000718,Pedro Puig,,Jordi Valero,,2006.0,success,success
10.1198/016214505000000637,Edsel A. Peña,,Elizabeth H. Slate,,2006.0,success,success
10.1198/016214505000000556,Dong Han,,Fugee Tsung,,2006.0,success,success
10.1198/016214505000001357,,,,,2006.0,missing,success
10.1198/016214505000000619,Jerome P. Reiter,,,Jerome P. Reiter,2005.0,success,success
10.1198/016214504000001835,Jose Manuel Pavía‐Miralles,,,Jose Manuel Pavía‐Miralles,2005.0,success,success
10.1198/016214505000000754,Recai Yucel,,Alan M. Zaslavsky,,2005.0,success,success
10.1198/016214505000000682,Ke Xu,Christopher K. Wikle,Neil I. Fox,,2005.0,success,success
10.1198/016214505000000204,Peter X.‐K. Song,Yanqin Fan; John D. Kalbfleisch; Jiming Jiang; Thomas A. Louis; Jie Liao; Bahjat F. Qaqish,David Ruppert,,2005.0,success,success
10.1198/016214505000000277,Xuming He,Wing K. Fung,Zhongyi Zhu,,2005.0,success,success
10.1198/016214505000000376,Sam Efromovich,,,Sam Efromovich,2005.0,success,success
10.1198/016214505000000088,Zheng Yuan,,Yuhong Yang,,2005.0,success,success
10.1198/016214505000000367,Ming Yuan,,Yi Lin,,2005.0,success,success
10.1198/016214505000000330,José A. F. Machado,,J. M. C. Santos Silva,,2005.0,success,success
10.1198/016214505000000583,Joël L. Horowitz,,Sokbae Lee,,2005.0,success,success
10.1198/016214505000000295,Lihong Qi,C. Y Wang,Ross L. Prentice,,2005.0,success,success
10.1198/016214505000000538,David M. Zucker,,,David M. Zucker,2005.0,success,success
10.1198/016214505000000132,Antonio Lijoi,Ramsés H. Mena,Igor Prünster,,2005.0,success,success
10.1198/016214505000000358,Antonio Lijoi,Igor Prünster,Stephen G. Walker,,2005.0,success,success
10.1198/016214505000000529,Samuel Müller,,A. H. Welsh,,2005.0,success,success
10.1198/016214505000000259,Faming Liang,,,Faming Liang,2005.0,success,success
10.1198/01621450500000547,,,,,,not_found,not_found
10.1198/016214505000000420,ShengLi Tzeng,Hsin‐Cheng Huang,Noel Cressie,,2005.0,success,success
10.1198/016214505000000385,Eric D. Kolaczyk,Junchang Ju,Sucharita Gopal,,2005.0,success,success
10.1198/016214505000000600,Holger Dette,Viatcheslav B. Melas,Weng Kee Wong,,2005.0,success,success
10.1198/016214505000000169,Lan Zhang,Per A. Mykland,Yacine Aït‐Sahalia,,2005.0,success,success
10.1198/016214505000000349,Ming Lin,Junni L. Zhang; Qiansheng Cheng,Rong Chen,,2005.0,success,success
10.1198/016214505000000286,M. C. Jones,,Arthur Pewsey,,2005.0,success,success
10.1198/016214505000000141,Giorgio E. Montanari,,Maria Giovanna Ranalli,,2005.0,success,success
10.1198/016214505000001005,Brisa N. Sánchez,Esben Budtz‐Jørgensen; Louise Ryan,Howard Hu,,2005.0,success,success
10.1198/016214505000000123,Shibao Feng,Robert A. Wolfe,Friedrich K. Port,,2005.0,success,success
10.1198/016214505000000565,Ta‐Hsin Li,,,Ta‐Hsin Li,2005.0,success,success
10.1198/016214505000000051,Hemant Ishwaran,,J. Sunil Rao,,2005.0,success,success
10.1198/016214501753208546,Ajit C. Tamhane,Charles W. Dunnett; John W. Green,Jeffrey D. Wetherington,,2001.0,success,success
10.1198/016214501753208555,Michael E. Miller,Rth Ho; Beth A. Reboussin; Kurt K. Lohman,W. Jack Rejeski,,2001.0,success,success
10.1198/016214501753208889,Alan M. Zaslavsky,Nathaniel Schenker,Thomas R. Belin,,2001.0,success,success
10.1198/016214501753208573,Yunfei Paul Li,Kathleen J. Propert,Paul R. Rosenbaum,,2001.0,success,success
10.1198/016214501753208582,Dana P. Goldman,Jayanta Bhattacharya; Daniel F. McCaffrey; Naihua Duan; Arleen Leibowitz; Geoffrey Joyce,Sally C. Morton,,2001.0,success,success
10.1198/016214501753208591,Yan Wang,,Jeremy M. G. Taylor,,2001.0,success,success
10.1198/016214501753208609,Wenzheng Huang,Scott L. Zeger; James C. Anthony,Elizabeth S. Garrett,,2001.0,success,success
10.1198/016214501753208942,Anestis Antoniadis,,Jianqing Fan,,2001.0,success,success
10.1198/016214501753208636,Tze Leung Lai,,Samuel Po‐Shing Wong,,2001.0,success,success
10.1198/016214501753208645,Chun Shan Wong,,Wai Keung Li,,2001.0,success,success
10.1198/016214501753208979,Efstathia Bura,,R. Dennis Cook,,2001.0,success,success
10.1198/016214501753208663,Paul J. Rathouz,,Kung‐Yee Liang,,2001.0,success,success
10.1198/016214501753209004,Eva Cantoni,,Elvezio Ronchetti,,2001.0,success,success
10.1198/016214501753208690,Man Suk Oh,,Adrian E. Raftery,,2001.0,success,success
10.1198/016214501753208708,Xihong Lin,,Raymond J. Carroll,,2001.0,success,success
10.1198/016214501753209031,Mei‐Cheng Wang,Jing Qin,Chin‐Tsang Chiang,,2001.0,success,success
10.1198/016214501753208726,Ignacio N. Lobato,,,Ignacio N. Lobato,2001.0,success,success
10.1198/016214501753208735,Krzysztof Nowicki,,Tom A. B. Snijders,,2001.0,success,success
10.1198/016214501753209068,Helle Bunzel,Nicholas M. Kiefer,Timothy J. Vogelsang,,2001.0,success,success
10.1198/016214501753208753,Andrew Foster,Lü Tian,L. J. Wei,,2001.0,success,success
10.1198/016214501753208762,Ralitza Gueorguieva,,Alan Agresti,,2001.0,success,success
10.1198/016214501753208780,Cong Han,,Bradley P. Carlin,,2001.0,success,success
10.1198/016214501753168082,Rafael A. Irizarry,,,Rafael A. Irizarry,2001.0,success,success
10.1198/016214501753168091,Eric T. Bradlow,,Peter S. Fader,,2001.0,success,success
10.1198/016214501753168109,Christopher K. Wikle,Ralph F. Milliff; Doug Nychka,L. Mark Berliner,,2001.0,success,success
10.1198/016214501753168118,Philip J. Brown,Tom Fearn,Marina Vannucci,,2001.0,success,success
10.1198/016214501753168145,Steven J. Skates,Donna K. Pauler,Ian Jacobs,,2001.0,success,success
10.1198/016214501753168154,Miguel A. Hernán,Babette Brumback,James M. Robins,,2001.0,success,success
10.1198/016214501753168163,Judith D. Bebchuk,,Rebecca A. Betensky,,2001.0,success,success
10.1198/016214501753168172,,,,,,not_found,not_found
10.1198/016214501753168217,Franc Klaassen,,Jan R. Magnus,,2001.0,success,success
10.1198/016214501753168235,Aloïs Kneip,,Klaus J. Utikal,,2001.0,success,success
10.1198/016214501753168244,Hernando Ombao,Jonathan Raz; Rainer von Sachs,Beth A Malow,,2001.0,success,success
10.1198/016214501753168253,Jun S. Liu,Faming Liang,Wing Hung Wong,,2001.0,success,success
10.1198/016214501753168262,Yuhong Yang,,,Yuhong Yang,2001.0,success,success
10.1198/016214501753168271,Hyunjoong Kim,,Wei‐Yin Loh,,2001.0,success,success
10.1198/016214501753168280,Chin‐Tsang Chiang,John A. Rice,Colin O. Wu,,2001.0,success,success
10.1198/016214501753168299,D. Y. Lin,L. J. Wei,Z. Ying,,2001.0,success,success
10.1198/016214501753168316,Jianqing Fan,,Li‐Shan Huang,,2001.0,success,success
10.1198/016214501753168325,Faming Liang,,Wing Hung Wong,,2001.0,success,success
10.1198/016214501753168334,Sam Efromovich,,,Sam Efromovich,2001.0,success,success
10.1198/016214501753168343,Willem Albers,W.C.M. Kallenberg,Felix Martini,,2001.0,success,success
10.1198/016214501753168352,Tae‐Hwan Kim,,Halbert White,,2001.0,success,success
10.1198/016214501753168361,Su-Chun Cheng,,Naisyin Wang,,2001.0,success,success
10.1198/016214501753168370,Peter Craig,Michael Goldstein; J Rougier,Allan Seheult,,2001.0,success,success
10.1198/016214501753168389,Maren K. Olsen,,Joseph L. Schafer,,2001.0,success,success
10.1198/016214501753168398,Mark Hansen,,Bin Yu,,2001.0,success,success
10.1198/016214501750332640,Cavan Reilly,Andrew Gelman,Jonathan N. Katz,,2001.0,success,success
10.1198/016214501750332668,Peter E. Rossi,Zvi Gilula,Greg M. Allenby,,2001.0,success,success
10.1198/016214501750332956,Michael Larsen,,Donald B. Rubin,,2001.0,success,success
10.1198/016214501750332965,Torben G. Andersen,Tim Bollerslev; Francis X. Diebold,Paul Labys,,2001.0,success,success
10.1198/016214501750332974,David Peel,W. J. Whiten,Geoffrey J. McLachlan,,2001.0,success,success
10.1198/016214501750332992,John C. Wakefield,,Sara Morris,,2001.0,success,success
10.1198/016214501750333009,Minge Xie,Kay Tatsuoka; Jerome Sacks,S. Stanley Young,,2001.0,success,success
10.1198/016214501750333018,D. Y. Lin,,Z. Ying,,2001.0,success,success
10.1198/016214501750332749,Fangyu Gao,Grace Wahba; Ronald Klein,Barbara E.K. Klein,,2001.0,success,success
10.1198/016214501750332758,Hemant Ishwaran,,Lancelot F. James,,2001.0,success,success
10.1198/016214501750333045,James O. Berger,,Alessandra Guglielmi,,2001.0,success,success
10.1198/016214501750333054,Changbao Wu,,R. R. Sitter,,2001.0,success,success
10.1198/016214501750333063,Sylvia Frühwirth‐Schnatter,,,Sylvia Frühwirth‐Schnatter,2001.0,success,success
10.1198/016214501750333072,Paul R. Rosenbaum,,,Paul R. Rosenbaum,2001.0,success,success
10.1198/016214501750332802,Michael G. Akritas,,Ingrid Van Keilegom,,2001.0,success,success
10.1198/016214501750332811,David J. Cummins,Tom G. Filloon,Douglas Nychka,,2001.0,success,success
10.1198/016214501750332820,Shanggang Zhou,,Xiaotong Shen,,2001.0,success,success
10.1198/016214501750332839,Jiahua Chen,,Jun Shao,,2001.0,success,success
10.1198/016214501750332848,Siddhartha Chib,,Ivan Jeliazkov,,2001.0,success,success
10.1198/016214501750332857,Edward F. Vonesh,Hao Wang,Dibyen Majumdar,,2001.0,success,success
10.1198/016214501750332866,Amy H. Herring,,Joseph G. Ibrahim,,2001.0,success,success
10.1198/016214501750332875,Rafael A. Irizarry,,,Rafael A. Irizarry,2001.0,success,success
10.1198/016214503388619049,Mary Beth Landrum,Sharon‐Lise T. Normand,Robert A. Rosenheck,,2003.0,success,success
10.1198/016214503388619076,M. Elizabeth Halloran,Marie Pierre Préziosi,Haitao Chu,,2003.0,success,success
10.1198/01621450338861905,Sander Greenland,,,Sander Greenland,2003.0,success,success
10.1198/016214503388619102,Marc G. Genton,,Elvezio Ronchetti,,2003.0,success,success
10.1198/01621450338861911,Sarat C. Dass,,Vijayan N. Nair,,2003.0,success,success
10.1198/016214503388619120,Esa Ollila,Hannu Oja,Visa Koivunen,,2003.0,success,success
10.1198/016214503388619139,Ker-Chau Li,Yve Aragon; Kerby Shedden,C Thomas Agnan,,2003.0,success,success
10.1198/016214503388619148,Chuanhai Liu,,,Chuanhai Liu,2003.0,success,success
10.1198/016214503388619157,Jianqing Fan,,Chunming Zhang,,2003.0,success,success
10.1198/016214503388619166,Jan G. De Gooijer,,Dawit Zerom,,2003.0,success,success
10.1198/016214503388619184,Nilanjan Chatterjee,Yi‐Hau Chen,Norman E. Breslow,,2003.0,success,success
10.1198/016214503388619193,Jeffrey S. Rosenthal,,,Jeffrey S. Rosenthal,2003.0,success,success
10.1198/016214503388619201,Zbigniew Szkutnik,,,Zbigniew Szkutnik,2003.0,success,success
10.1198/016214503388619210,Yi Li,,Xihong Lin,,2003.0,success,success
10.1198/016214503388619229,Joseph G. Ibrahim,Ming‐Hui Chen,Debajyoti Sinha,,2003.0,success,success
10.1198/S016214503388619238,,,,,,not_found,not_found
10.1198/01621450338861947,,,,,,"error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)","error_HTTPSConnectionPool(host='api.openalex.org', port=443): Read timed out. (read timeout=10)"
10.1198/016214503388619256,Jung‐Ying Tzeng,William Byerley; Bernie Devlin; Kathryn Roeder,Larry Wasserman,,2003.0,success,success
10.1198/016214502388618744,Lang Wu,,,Lang Wu,2002.0,success,success
10.1198/016214502388618753,Robin Henderson,Sílvia Emiko Shimakura,David Gorst,,2002.0,success,success
10.1198/016214502388618780,Naisyin Wang,,Adrian E. Raftery,,2002.0,success,success
10.1198/016214502388618834,,,,,,not_found,not_found
10.1198/016214502388618843,Timothy Hanson,,Wesley O. Johnson,,2002.0,success,success
10.1198/016214502388618852,Qing Liu,Michael A. Proschan,Gordon Pledger,,2002.0,success,success
10.1198/016214502388618861,Yan Yu,,David Ruppert,,2002.0,success,success
10.1198/016214502388618870,Peter J. Green,,Sylvia Richardson,,2002.0,success,success
10.1198/016214502388618889,Grace Y. Yi,,Richard J. Cook,,2002.0,success,success
10.1198/016214502388618906,Peter D. Hoff,Adrian E. Raftery,Mark S. Handcock,,2002.0,success,success
10.1198/06214502388618915,,,,,,not_found,not_found
10.1198/016214502388618933,Xiaotong Shen,Hsin‐Cheng Huang,Noel Cressie,,2002.0,success,success
10.1198/016214502388618942,Michael S. Smith,,Robert Kohn,,2002.0,success,success
