doi,first_author,middle_authors,last_author,corresponding_author,status
10.1111/rssb.12013,Patrick O. Perry,,Patrick J. Wolfe,Patrick O. Perry,success
10.1111/rssb.12018,R. Dennis Cook,Inge S. Helland,Zhihua Su,,success
10.1111/rssb.12015,Guy P. Nason,,,Guy P. Nason,success
10.1111/rssb.12016,Jianqing Fan,Yuan Liao,Martina Mincheva,,success
10.1111/rssb.12009,Laura M. Sangalli,J. O. Ramsay,Tim Ramsay,,success
10.1111/rssb.12006,Roland R. Ramsahai,,,Roland R. Ramsahai,success
10.1111/rssb.12010,Tatyana Krivobokova,,,Tatyana Krivobokova,success
10.1111/rssb.12020,Robin J. Evans,,Thomas S. Richardson,,success
10.1111/rssb.12011,Fadoua Balabdaoui,Hanna Jankowski; Kaspar Rufibach,Marios Pavlides,,success
10.1111/j.1467-9868.2012.01046.x,Nicolás Chopin,Pierre Jacob,Omiros Papaspiliopoulos,,success
10.1111/j.1467-9868.2012.01049.x,Joong‐Ho Won,Johan Lim; Seung-Jean Kim,Bala Rajaratnam,,success
10.1111/rssb.12000,Luigi Augugliaro,Angelo M. Mineo,Ernst C. Wit,,success
10.1111/rssb.12002,Jim E. Griffin,Michalis Kolossiatis,Mark F. J. Steel,,success
10.1111/rssb.12001,Yingying Fan,Cheng Yong Tang; Yingying Fan,Cheng Yong Tang,Cheng Yong Tang,success
10.1111/rssb.12005,Youngjo Lee,,Jan F. Bjørnstad,,success
10.1111/rssb.12007,Luo Xiao,Yingxing Li,David Ruppert,,success
10.1111/j.1467-9868.2012.01042.x,Eben Kenah,,,Eben Kenah,success
10.1111/j.1467-9868.2012.01030.x,Lisa V. Hampson,,Christopher Jennison,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2011.01034.x,Rajen D. Shah,,Richard J. Samworth,Rajen D. Shah,success
10.1111/j.1467-9868.2012.01036.x,Song Xi Chen,,,Song Xi Chen,success
10.1111/j.1467-9868.2012.01032.x,Lajos Horváth,Piotr Kokoszka,Ron Reeder,,success
10.1111/j.1467-9868.2012.01038.x,Weixin Yao,,Runze Li,,success
10.1111/j.1467-9868.2012.01041.x,John Hughes,,Murali Haran,,success
10.1111/j.1467-9868.2012.01037.x,Xiaofeng Shao,,Dimitris N. Politis,,success
10.1111/j.1467-9868.2012.01052.x,Jiawei Wei,Raymond J. Carroll; Ursula U. Müller; Ingrid Van Keilegom,Nilanjan Chatterjee,,success
10.1111/rssb.12003,David Cox,,,David Cox,success
10.1111/j.1467-9868.2012.01039.x,Anders Gorst‐Rasmussen,,Thomas Scheike,,success
10.1111/j.1467-9868.2012.01043.x,Jean-François Coeurjolly,,Frédéric Lavancier,Jean-François Coeurjolly,success
10.1111/j.1467-9868.2012.01040.x,Yanyuan Ma,,Li Zhu,,success
10.1111/j.1467-9868.2012.01044.x,Zhou Zhou,,Xiaofeng Shao,,success
10.1111/j.1467-9868.2012.01045.x,Christian Francq,,Jean‐Michel Zakoïan,,success
10.1111/j.1467-9868.2012.01048.x,Luke Miratrix,Jasjeet S. Sekhon,Bin Yu,,success
10.1111/j.1467-9868.2012.01028.x,Tommaso Cai,X. Jessie Jeng,Hongzhe Li,,success
10.1111/j.1467-9868.2012.01035.x,Yun Bai,Peter X.‐K. Song,T. E. Raghunathan,,success
10.1111/j.1467-9868.2012.01031.x,Ori Davidov,,Amir Herman,,success
10.1111/j.1467-9868.2011.01026.x,Wenxuan Zhong,Tingting Zhang; Yu Zhu,Jun S. Liu,,success
10.1111/j.1467-9868.2012.01033.x,Zhigen Zhao,,J. T. Gene Hwang,,success
10.1111/j.1467-9868.2011.01020.x,Olivier Thas,Jan De Neve; Lieven Clement,Jean‐Pierre Ottoy,,success
10.1111/j.1467-9868.2011.01022.x,Ying Yuan,Hongtu Zhu; Weili Lin,J. S. Marron,,success
10.1111/j.1467-9868.2011.01027.x,Genevera I. Allen,,Robert Tibshirani,,success
10.1111/j.1467-9868.2012.01029.x,Jianqing Fan,Yang Feng,Xin Tong,,success
10.1111/j.1467-9868.2011.01025.x,Tim van Erven,Peter Grünwald,Steven de Rooij,,success
10.1111/j.1467-9868.2011.01010.x,Paul Fearnhead,,Dennis Prangle,,success
10.1111/j.1467-9868.2011.01024.x,Mathilde Mougeot,Dominique Picard,Karine Tribouley,,success
10.1111/j.1467-9868.2011.01016.x,Daniel Yekutieli,,,Daniel Yekutieli,success
10.1111/j.1467-9868.2011.01017.x,Jennifer L. Wadsworth,,Jonathan A. Tawn,,success
10.1111/j.1467-9868.2011.01018.x,Steven N. Evans,,F. A. Matsen,,success
10.1111/j.1467-9868.2011.01023.x,Haeran Cho,,Piotr Fryźlewicz,,success
10.1111/j.1467-9868.2011.01012.x,Yu Cheng,,Jason P. Fine,,success
10.1111/j.1467-9868.2011.01002.x,Kun Chen,Kung‐Sik Chan,Nils Chr. Stenseth,,success
10.1111/j.1467-9868.2011.01011.x,Stijn Vansteelandt,Tyler J. VanderWeele,James M. Robins,,success
10.1111/j.1467-9868.2011.01004.x,Robert Tibshirani,Jacob Bien; Jerome H. Friedman; Trevor Hastie; Noah Simon; Jonathan Taylor,Ryan J. Tibshirani,,success
10.1111/j.1467-9868.2011.01003.x,Aurore Delaigle,,Peter Hall,Aurore Delaigle,success
10.1111/j.1467-9868.2011.01015.x,Nicholas G. Polson,,James G. Scott,,success
10.1111/j.1467-9868.2011.01013.x,Yunxiao He,,Chuanhai Liu,,success
10.1111/j.1467-9868.2011.01014.x,Daniel B. Neill,,,Daniel B. Neill,success
10.1111/j.1467-9868.2011.01009.x,Christophe Ambroise,,Catherine Matias,,success
10.1111/j.1467-9868.2011.01005.x,Jianqing Fan,Shaojun Guo,Ning Hao,,success
10.1111/j.1467-9868.2011.01008.x,Kehui Chen,,Hans‐Georg Müller,,success
10.1111/j.1467-9868.2011.01006.x,Stephen M. S. Lee,,,Stephen M. S. Lee,success
10.1111/j.1467-9868.2011.01007.x,Huiyan Sang,,Jianhua Z. Huang,,success
10.1111/j.1467-9868.2009.00701.x,Peter Hall,D. M. Titterington,Jing‐Hao Xue,,success
10.1111/j.1467-9868.2009.00711.x,Douglas P. Wiens,,,Douglas P. Wiens,success
10.1111/j.1467-9868.2009.00709.x,Holger Dette,,Efstathios Paparoditis,,success
10.1111/j.1467-9868.2009.00710.x,Zudi Lu,Dag Johan Steinskog; Dag Tjøstheim,Qiwei Yao,,success
10.1111/j.1467-9868.2009.00715.x,Jing Cheng,Jing Qin,Biao Zhang,,success
10.1111/j.1467-9868.2009.00713.x,I. Berkés,Robertas Gabrys; Lajos Horváth,Piotr Kokoszka,,success
10.1111/j.1467-9868.2009.00712.x,Weiwei Wang,Daniel O. Scharfstein; Zhiqiang Tan,Ellen J. MacKenzie,,success
10.1111/j.1467-9868.2009.00716.x,Peter D. Hoff,,,Peter D. Hoff,success
10.1111/j.1467-9868.2009.00717.x,Stefano Favaro,Antonio Lijoi; Ramsés H. Mena,Igor Prünster,,success
10.1111/j.1467-9868.2009.00718.x,Pradeep Ravikumar,John Lafferty; Han Liu,Larry Wasserman,Larry Wasserman,success
10.1111/j.1467-9868.2009.00719.x,Helmut Finner,,Veronika Gontscharuk,,success
10.1111/j.1467-9868.2008.00674.x,Jianqing Fan,,Jinchi Lv,Jianqing Fan,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2008.00655.x,María José Lombardía,,Stefan Sperlich,,success
10.1111/j.1467-9868.2008.00665.x,Simon N. Wood,Mark V. Bravington,Sharon L. Hedley,,success
10.1111/j.1467-9868.2008.00664.x,Jim Q. Smith,Paul E. Anderson,Silvia Liverani,,success
10.1111/j.1467-9868.2008.00667.x,M. J. Bayarri,,Gonzalo García‐Donato,,success
10.1111/j.1467-9868.2008.00666.x,Søren Højsgaard,,Steffen L. Lauritzen,,success
10.1111/j.1467-9868.2008.00669.x,Xiao‐Hua Zhou,Huazhen Lin,Eric O. Johnson,,success
10.1111/j.1467-9868.2008.00673.x,Sylvie Goetgeluk,Stijn Vansteelandt,Els Goetghebeur,Stijn Vansteelandt,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2008.00663.x,Sudipto Banerjee,Alan E. Gelfand; Andrew O. Finley,Huiyan Sang,,success
10.1111/j.1467-9868.2007.00637.x,Sanjay Chaudhuri,Mark S. Handcock,Michael S. Rendall,,success
10.1111/j.1467-9868.2007.00628.x,Sebastien Haneuse,,And Jonathan C. Wakefield,,success
NO DOI,,,,,not_found
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00627.x,Lukas Meier,Sara van de Geer,Peter Bühlmann,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00629.x,James G. Booth,George Casella,James P. Hobert,James G. Booth,success
10.1111/j.1467-9868.2007.00630.x,Jianwen Cai,Jianqing Fan; Jiancheng Jiang,Haibo Zhou,,success
10.1111/j.1467-9868.2007.00631.x,Peter Hall,Yvonne Pittelkow,Malay Ghosh,,success
10.1111/j.1467-9868.2007.00632.x,Yongtao Guan,,,Yongtao Guan,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00633.x,Noel Cressie,,Gardar Johannesson,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00634.x,Vanessa Didelez,,,Vanessa Didelez,success
10.1111/j.1467-9868.2007.00635.x,Jean D. Opsomer,Gerda Claeskens; Maria Giovanna Ranalli; Göran Kauermann,F. Jay Breidt,,success
10.1111/j.1467-9868.2007.00636.x,Mathias Drton,,Thomas S. Richardson,,success
10.1111/j.1467-9868.2008.00639.x,Brent A. Johnson,,,Brent A. Johnson,success
10.1111/j.1467-9868.2007.00640.x,Geert Molenberghs,Caroline Beunckens; Cristina Sotto,Michael G. Kenward,,success
10.1111/j.1467-9868.2007.00641.x,Marc Hallin,Catherine Vermandele,Bas J. M. Werker,,success
10.1111/j.1467-9868.2007.00642.x,Nicholas G. Polson,Jonathan Stroud,Peter Müller,,success
10.1111/j.1467-9868.2007.00643.x,Dean P. Foster,,Robert A. Stine,,success
10.1111/j.1467-9868.2007.00644.x,E. A. Catchpole,Byron J. T. Morgan,Giacomo Tavecchia,E. A. Catchpole,success
10.1111/j.1467-9868.2007.00645.x,Jiashun Jin,,,Jiashun Jin,success
10.1111/j.1467-9868.2007.00646.x,Simon N. Wood,,,Simon N. Wood,success
10.1111/j.1467-9868.2007.00647.x,Yingcun Xia,,,Yingcun Xia,success
10.1111/j.1467-9868.2007.00649.x,Timothy Heaton,,Bernard W. Silverman,,success
10.1111/j.1467-9868.2007.00650.x,Nial Friel,,A. N. Pettitt,Nial Friel,success
10.1111/j.1467-9868.2008.00651.x,Holger Dette,,Stanislav Volgushev,Holger Dette,success
10.1111/j.1467-9868.2007.00652.x,Ramani S. Pilla,Yongdai Kim,Hakbae Lee,Ramani S. Pilla,success
10.1111/j.1467-9868.2007.00660.x,Peter McCullagh,,,Peter McCullagh,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2008.00654.x,Jianqing Fan,Mingjin Wang,Qiwei Yao,,success
10.1111/j.1467-9868.2008.00656.x,Peter Hall,Hans‐Georg Müller,Fang Yao,Hans‐Georg Müller,success
10.1111/j.1467-9868.2008.00658.x,Peter Hall,,Tapabrata Maiti,Tapabrata Maiti,success
10.1111/j.1467-9868.2008.00653.x,Miro Powojowski,,,Miro Powojowski,success
10.1111/j.1467-9868.2008.00661.x,Paul Fearnhead,Omiros Papaspiliopoulos,Gareth O. Roberts,,success
10.1111/j.1467-9868.2008.00657.x,Juan A. Cuesta‐Albertos,Carlos Matrán,Agustín Mayo-Íscar,,success
10.1111/j.1467-9868.2008.00662.x,Song Xi Chen,Denis H. Y. Leung,Jing Qin,Song Xi Chen,success
10.1111/j.1467-9868.2007.00612.x,Xiaoping Jin,Sudipto Banerjee,Bradley P. Carlin,,success
10.1111/j.1467-9868.2007.00614.x,Raymond J. Carroll,Aurore Delaigle,Peter Hall,Aurore Delaigle,success
10.1111/j.1467-9868.2007.00615.x,Yannis Jemiai,Andrea Rotnitzky; Bryan E. Shepherd,Peter B. Gilbert,,success
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00580.x,Nilanjan Chatterjee,,Yi‐Hau Chen,,success
10.1111/j.1467-9868.2007.00581.x,Ming Yuan,,Yi Lin,,success
10.1111/j.1467-9868.2007.00582.x,David B. Dunson,Natesh S. Pillai,Juhyun Park,David B. Dunson,success
10.1111/j.1467-9868.2007.00583.x,Yong Wang,,,Yong Wang,success
10.1111/j.1467-9868.2007.00584.x,Sara Geneletti,,,Sara Geneletti,success
10.1111/j.1467-9868.2007.00585.x,Marc‐Olivier Boldi,,A. C. Davison,,success
10.1111/j.1467-9868.2007.00586.x,Jesús López–Fidalgo,Chiara Tommasi,Paula Camelia Trandafir,Jesús López–Fidalgo,success
10.1111/j.1467-9868.2007.00587.x,Tilmann Gneiting,Fadoua Balabdaoui,Adrian E. Raftery,,success
10.1111/j.1467-9868.2007.00588.x,Nicolás Chopin,,,Nicolás Chopin,success
10.1111/j.1467-9868.2007.00589.x,Yi Li,Ram C. Tiwari,Subharup Guha,,success
10.1111/j.1467-9868.2007.00590.x,Andrea Rotnitzky,Andrés Farall; Andrea Bergesio,Daniel O. Scharfstein,,success
10.1111/j.1467-9868.2007.00591.x,Ming Yuan,Ali Ekici; Zhaosong Lu,Renato D. C. Monteiro,,success
10.1111/j.1467-9868.2007.005592.x,John D. Storey,,,John D. Storey,success
10.1111/j.1467-9868.2007.00593.x,Chris Field,,A. H. Welsh,,success
10.1111/j.1467-9868.2007.00594.x,Wei Biao Wu,,Zhibiao Zhao,Wei Biao Wu,success
10.1111/j.1467-9868.2007.00595.x,Molin Wang,,John Hanfelt,,success
10.1111/j.1467-9868.2007.00596.x,Peter Hall,,Yanyuan Ma,,success
10.1111/j.1467-9868.2007.00597.x,David J. Nott,,Anthony Y. C. Kuk,,success
10.1111/j.1467-9868.2007.00598.x,Mark J. van der Laan,Alan Hubbard,Nicholas P. Jewell,,success
10.1111/j.1467-9868.2007.599.x,Nicolai Bissantz,Lutz Dümbgen; Hajo Holzmann,Axel Munk,Nicolai Bissantz,success
10.1111/j.1369-7412.2007.00606.x,Donglin Zeng,,Dan Lin,,success
NO DOI,,,,,not_found
10.1111/j.1467-9868.2007.00600.x,Jack Cuzick,Peter Sasieni; Jonathan P. Myles,Jonathan P. Tyrer,,success
10.1111/j.1467-9868.2007.00601.x,Paul Fearnhead,,Zhen Liu,,success
10.1111/j.1467-9868.2007.00602.x,Vivekananda Roy,,James P. Hobert,,success
10.1111/j.1467-9868.2007.00603.x,Renjun Ma,,Bent Jørgensen,,success
10.1111/j.1467-9868.2007.00604.x,Marc G. Genton,,Peter Hall,,success
10.1111/j.1467-9868.2007.00607.x,Mee Young Park,,Trevor Hastie,,success
10.1111/rssb.12157,Jennifer L. Wadsworth,Jonathan A. Tawn; A. C. Davison,Daniel M. Elton,,success
10.1111/rssb.12160,Kehui Chen,Pedro Delicado,Hans‐Georg Müller,Kehui Chen,success
10.1111/rssb.12171,Tommaso Cai,,Wenguang Sun,Wenguang Sun,success
10.1111/rssb.12173,Nicolas Städler,,Sach Mukherjee,Nicolas Städler,success
10.1111/rssb.12165,Patrick O. Perry,,,Patrick O. Perry,success
10.1111/rssb.12164,Sanjay Chaudhuri,Debashis Mondal,Yin Teng,Sanjay Chaudhuri,success
10.1111/rssb.12158,P. G. Bissiri,C C Holmes,S. G. Walker,P. G. Bissiri,success
10.1111/rssb.12167,Jonas Peters,Peter Bühlmann,Nicolai Meinshausen,,success
10.1111/rssb.12147,Xu Guo,Tao Wang,Lixing Zhu,Lixing Zhu,success
10.1111/rssb.12150,Kuang-Yao Lee,Bing Li,Hongyu Zhao,Kuang-Yao Lee,success
10.1111/rssb.12149,Alejandro Cholaquidis,Ricardo Fraiman; Gábor Lugosi,Beatriz Pateiro‐López,Beatriz Pateiro‐López,success
10.1111/rssb.12152,Bin Guo,,Song Xi Chen,,success
10.1111/rssb.12131,Nicholas C. Henderson,,Michael A. Newton,Michael A. Newton,success
10.1111/rssb.12130,Nicholas G. Polson,,James G. Scott,,success
10.1111/rssb.12137,Yining Chen,,Richard J. Samworth,,success
10.1111/rssb.12133,María Luz Gámiz,Enno Mammen; María Dolores Martínez Miranda,Jens Perch Nielsen,,success
10.1111/rssb.12136,Mikhail Zhelonkin,Marc G. Genton,Elvezio Ronchetti,Mikhail Zhelonkin,success
10.1111/rssb.12135,Zhichao Jiang,Peng Ding,Zhi Geng,,success
10.1111/rssb.12138,Luwan Zhang,Grace Wahba,Ming Yuan,,success
10.1111/rssb.12148,Rohit K. Patra,,Bodhisattva Sen,,success
10.1111/rssb.12139,Chun Yip Yau,,Zifeng Zhao,Chun Yip Yau,success
10.1111/rssb.12132,Zhijian He,,Art B. Owen,Art B. Owen,success
10.1111/rssb.12140,Sergio Bacallado,Vijay S. Pande; Stefano Favaro,Lorenzo Trippa,Sergio Bacallado,success
10.1111/rssb.12129,Kwun Chuen Gary Chan,Sheung Chi Phillip Yam,Zheng Zhang,Kwun Chuen Gary Chan,success
10.1111/rssb.12154,Werner Ehm,Tilmann Gneiting; Alexander I. Jordan,Fabian Krüger,,success
10.1111/rssb.12128,Alexander K. Hartmann,Stephan Huckemann; Jörn Dannemann; Oskar Laitenberger; Claudia Geisler; Alexander Egner,Axel Munk,,success
10.1111/rssb.12127,Xiangyu Wang,,Chenlei Leng,,success
10.1111/rssb.12126,Christian Francq,,Jean‐Michel Zakoïan,Jean‐Michel Zakoïan,success
10.1111/rssb.12125,Peter Hall,,Giles Hooker,,success
10.1111/rssb.12124,Peng Ding,Avi Feller,Luke Miratrix,,success
10.1111/rssb.12123,Huitong Qiu,Fang Han; Han Liu,Brian Caffo,,success
10.1111/rssb.12115,Yves G. Berger,,Omar De La Riva Torres,Yves G. Berger,success
10.1111/rssb.12118,Mogens Bladt,Samuel Finch,Michael Sørensen,,success
10.1111/rssb.12121,Holger Dette,,Dominik Wied,,success
10.1111/rssb.12119,Xianyang Zhang,,Xiaofeng Shao,,success
10.1111/rssb.12122,Max G’Sell,Stefan Wager; Alexandra Chouldechova,Robert Tibshirani,,success
10.1111/rssb.12120,Hassan Doosti,,Peter Hall,,success
10.1111/rssb.12112,Ke Zhu,,,Ke Zhu,success
10.1111/rssb.12107,Yanyuan Ma,,Raymond J. Carroll,,success
10.1111/rssb.12100,Xiang Zhang,Yichao Wu; Lan Wang,Runze Li,,success
10.1111/rssb.12098,Abdelaati Daouia,Hohsuk Noh,Byeong U. Park,,success
10.1111/rssb.12099,J.H.J. Einmahl,Laurens de Haan,Chen Zhou,J.H.J. Einmahl,success
10.1111/rssb.12102,Marc G. Genton,,Peter Hall,,success
10.1111/rssb.12111,Christopher R. Genovese,Marco Perone-Pacifico; Isabella Verdinelli,Larry Wasserman,,success
10.1111/rssb.12106,Bala Rajaratnam,Steven Roberts; Doug Sparks,Onkar Dalal,,success
10.1111/rssb.12108,Sokbae Lee,Myung Hwan Seo,Youngki Shin,Sokbae Lee,success
10.1111/rssb.12110,Stéphane Bonhomme,Koen Jochmans,Jean‐Marc Robin,,success
10.1111/rssb.12109,Aurore Delaigle,,Peter Hall,Aurore Delaigle,success
10.1111/rssb.12117,Peter J. Bickel,,Purnamrita Sarkar,,success
10.1111/rssb.12114,J.H.J. Einmahl,Anna Kiriliouk; Andrea Krajina,Johan Segers,,success
10.1111/rssb.12113,Fan Yang,,Dylan S. Small,,success
10.1111/rssb.12091,Lei Jin,Suojin Wang,Haiyan Wang,Suojin Wang,success
10.1111/rssb.12094,Nicolai Meinshausen,,,Nicolai Meinshausen,success
10.1111/rssb.12095,Qifan Song,,Faming Liang,,success
10.1111/rssb.12097,Γεώργιος Παπαγεωργίου,Sylvia Richardson,Nicky Best,Γεώργιος Παπαγεωργίου,success
10.1111/rssb.12103,Jinguo Gong,Yadong Li; Liang Peng,Qiwei Yao,,success
10.1111/rssb.12086,Hongyuan Cao,Donglin Zeng,Jason P. Fine,,success
10.1111/rssb.12092,Ning Hao,Bin Dong,Jianqing Fan,,success
10.1111/rssb.12085,Tirthankar Dasgupta,Natesh S. Pillai,Donald B. Rubin,,success
10.1111/rssb.12087,David Kraus,,,David Kraus,success
10.1111/rssb.12088,Kshitij Khare,Sang‐Yun Oh,Bala Rajaratnam,,success
10.1111/rssb.12096,Frédéric Lavancier,Jesper Møller,Ege Rubak,,success
10.1111/rssb.12093,Xiangrong Yin,,Haileab Hilafu,,success
10.1111/rssb.12082,Cheng Zheng,,Xiao‐Hua Zhou,Xiao‐Hua Zhou,success
10.1111/rssb.12083,Yongtao Guan,Abdollah Jalilian,Rasmus Waagepetersen,,success
10.1111/rssb.12084,Somak Dutta,,Debashis Mondal,,success
10.1111/rssb.12104,Julyan Arbel,Igor Prünster; Christian P. Robert,Robin Ryder,,success
10.1111/rssb.12080,Bradley Efron,,,Bradley Efron,success
10.1111/rssb.12072,Wen Yu,Kani Chen; Michael E. Sobel,Zhiliang Ying,,success
10.1111/rssb.12076,Siegfried Hörmann,Łukasz Kidziński,Marc Hallin,,success
10.1111/rssb.12077,Zhou Zhou,,,Zhou Zhou,success
10.1111/rssb.12078,Elizabeth L. Ogburn,Andrea Rotnitzky,James M. Robins,,success
10.1111/rssb.12069,Juan‐Juan Cai,J.H.J. Einmahl; Laurens de Haan,Chen Zhou,,success
10.1111/rssb.12075,Felix Abramovich,,Tal Lahav,Felix Abramovich,success
10.1111/rssb.12073,Markus Pauly,Edgar Brunner,Frank Konietschke,,success
10.1111/rssb.12079,Haeran Cho,,Piotr Fryzlewicz,Haeran Cho,success
10.1111/rssb.12063,Ruosha Li,,Limin Peng,,success
10.1111/rssb.12060,Jessica Barrett,Peter J. Diggle; Robin Henderson,David Taylor‐Robinson,,success
10.1111/rssb.12066,Heng Lian,Hua Liang,Raymond J. Carroll,,success
10.1111/rssb.12059,David C. Kessler,Peter D. Hoff,David B. Dunson,,success
10.1111/rssb.12064,Wenguang Sun,Brian J. Reich; Tommaso Cai; Michele Guindani,Armin Schwartzman,,success
10.1111/rssb.12061,Fabio Sigrist,Hans R. Künsch,Werner A. Stahel,Fabio Sigrist,success
10.1111/rssb.12055,David Bolin,,Finn Lindgren,,success
10.1111/rssb.12067,Aurore Delaigle,Peter Hall,Farshid Jamshidi,,success
10.1111/rssb.12065,Weiping Zhang,Chenlei Leng,Cheng Yong Tang,,success
10.1111/rssb.12068,Jens‐Peter Kreiß,,Efstathios Paparoditis,,success
10.1111/rssb.12070,Ryan Martin,,Chuanhai Liu,,success
10.1111/rssb.12074,Sebastian Engelke,Alexander Malinowski; Zakhar Kabluchko,Martin Schlather,,success
10.1111/rssb.12071,Alain Hauser,,Peter Bühlmann,,success
10.1111/rssb.12056,Jean‐Michel Marin,Natesh S. Pillai; Christian P. Robert,Judith Rousseau,,success
10.1111/rssb.12058,Philippe Naveau,Armelle Guillou,Théo Rietsch,,success
10.1111/rssb.12044,Yanyuan Ma,,Li Zhu,Li Zhu,success
10.1111/rssb.12054,Piotr Fryźlewicz,,Suhasini Subba Rao,Piotr Fryźlewicz,success
10.1111/rssb.12052,Emanuele Borgonovo,Stefano Tarantola; Elmar Plischke,Max D. Morris,Emanuele Borgonovo,success
10.1111/rssb.12051,Geoffrey Decrouez,,Peter Hall,,success
10.1111/rssb.12043,Craig A. Rolling,,Yuhong Yang,,success
10.1111/1467-9868.00308,Peter Hall,,Andrew Rieck,,success
10.1111/1467-9868.00309,Francesco Audrino,,Peter Bühlmann,,success
10.1111/1467-9868.00310,A. Gregory DiRienzo,,Stephen W. Lagakos,,success
10.1111/1467-9868.00311,Marshall M. Joffe,,,Marshall M. Joffe,success
10.1111/1467-9868.00312,Kani Chen,,,Kani Chen,success
10.1111/1467-9868.00313,Kani Chen,,,Kani Chen,success
10.1111/1467-9868.00314,Stephen G. Walker,,Nils Lid Hjort,,success
10.1111/1467-9868.00315,Anders Brix,,Peter J. Diggle,Peter J. Diggle,success
10.1111/1467-9868.00317,Sharon X. Xie,C. Y. Wang,Ross L. Prentice,,success
10.1111/1467-9868.00318,J. B. Copas,,Shinto Eguchi,,success
10.1111/j.1467-9868.2011.01000.x,Πέτρος Δελλαπόρτας,,Ioannis Kontoyiannis,,success
10.1111/j.1467-9868.2011.01001.x,Kun Liang,,Dan Nettleton,,success
10.1111/j.1467-9868.2011.00774.x,Marco A. R. Ferreira,Scott H. Holan,Adelmo Inácio Bertolde,,success
10.1111/j.1467-9868.2010.00767.x,Yimei Li,Hongtu Zhu; Dinggang Shen; Weili Lin; John H. Gilmore,Joseph G. Ibrahim,,success
10.1111/j.1467-9868.2011.00778.x,Tommaso Cai,X. Jessie Jeng,Jiashun Jin,,success
10.1111/j.1467-9868.2011.00781.x,Judith Rousseau,,Kerrie Mengersen,,success
10.1111/j.1467-9868.2011.00779.x,Peter J. Bickel,,Yulia R. Gel,Yulia R. Gel,success
10.1111/j.1467-9868.2011.00780.x,Alessandra Mattei,,Fabrizia Mealli,,success
10.1111/j.1467-9868.2011.00783.x,Daniela Witten,,Robert Tibshirani,,success
10.1111/j.1467-9868.2011.00785.x,Olivier Cappé,,Éric Moulines,,success
10.1111/j.1467-9868.2011.00776.x,John Thomas White,,Subhashis Ghosal,,success
10.1111/j.1467-9868.2011.00773.x,Piotr Fryźlewicz,,Heeseok Oh,,success
10.1111/j.1467-9868.2010.00768.x,Florentina Bunea,Andrada E. Ivanescu,Marten Wegkamp,,success
10.1111/j.1467-9868.2010.00751.x,Yanyuan Ma,Jeffrey D. Hart; Ryan Janicki,Raymond J. Carroll,,success
10.1111/j.1467-9868.2010.00764.x,Jelena Bradić,Jianqing Fan,Weiwei Wang,,success
10.1111/j.1467-9868.2011.00771.x,Robert Tibshirani,,,Robert Tibshirani,success
10.1111/j.1467-9868.2010.00761.x,Aurore Delaigle,Peter Hall,Jiashun Jin,,success
10.1111/j.1467-9868.2010.00769.x,Wenjing Yang,Hans‐Georg Müller,Ulrich Stadtmüller,,success
10.1111/j.1467-9868.2010.00766.x,Janice L. Scealy,,A. H. Welsh,,success
10.1111/j.1467-9868.2010.00770.x,Simon Guillotte,François Perron,Johan Segers,,success
10.1111/j.1467-9868.2011.00772.x,Alberto Bernacchia,,Simone Pigolotti,Alberto Bernacchia,success
10.1111/j.1467-9868.2010.00765.x,Mark Girolami,,Ben Calderhead,,success
10.1111/j.1467-9868.2010.00763.x,Pengfei Li,,Douglas P. Wiens,,success
10.1111/j.1467-9868.2010.00757.x,Tim Holland‐Letz,Holger Dette,Andrey Pepelyshev,,success
10.1111/j.1467-9868.2010.00762.x,Brendan McCabe,Gael M. Martin,David Harris,,success
10.1111/j.1467-9868.2010.00749.x,Simon N. Wood,,,Simon N. Wood,success
10.1111/j.1467-9868.2010.00756.x,Christopher Yau,Omiros Papaspiliopoulos; Gareth O. Roberts,Chris Holmes,,success
10.1111/j.1467-9868.2010.00759.x,Lexin Li,Li Zhu,Lixing Zhu,,success
10.1111/j.1467-9868.2011.00777.x,Finn Lindgren,Håvard Rue,Johan Lindström,,success
10.1111/j.1467-9868.2011.00775.x,Fabienne Comte,,Claire Lacour,,success
10.1111/j.1467-9868.2011.00782.x,Torben Martinussen,Stijn Vansteelandt; Mette Gerster,Jacob Hjelmborg,,success
10.1111/j.1467-9868.2010.00742.x,Jing Ning,Jing Qin,Yu Shen,Jing Ning,success
10.1111/j.1467-9868.2009.00723.x,Hyonho Chun,,Sündüz Keleş,,success
10.1111/j.1467-9868.2009.00724.x,Takis Merkouris,,,Takis Merkouris,success
10.1111/j.1467-9868.2009.00725.x,Bo Kai,Runze Li,Hui Zou,,success
